transporter	TIGRFAM	mainrole	sub1role	go_id	go_name	TIGRFAM_NAME
T175	TIGR02500	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	type_III_yscD: type III secretion apparatus protein, YscD/HrpQ family
T177	TIGR01006	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			polys_exp_MPA1: polysaccharide export protein, MPA1 family
T187	TIGR03797	Transport and binding proteins	Amino acids, peptides and amines	GO:0043213	bacteriocin transport	NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein
T187	TIGR03797	Transport and binding proteins	Amino acids, peptides and amines	GO:0015440	peptide-transporting ATPase activity	NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein
T187	TIGR03797	Cellular processes	Biosynthesis of natural products	GO:0043213	bacteriocin transport	NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein
T187	TIGR03797	Cellular processes	Biosynthesis of natural products	GO:0015440	peptide-transporting ATPase activity	NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein
T188	TIGR03921	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7SS_mycosin: type VII secretion-associated serine protease mycosin
T188	TIGR03921	Protein fate	Protein and peptide secretion and trafficking	GO:0008236	serine-type peptidase activity	T7SS_mycosin: type VII secretion-associated serine protease mycosin
T188	TIGR03921	Protein fate	Protein modification and repair	GO:0009306	protein secretion	T7SS_mycosin: type VII secretion-associated serine protease mycosin
T188	TIGR03921	Protein fate	Protein modification and repair	GO:0008236	serine-type peptidase activity	T7SS_mycosin: type VII secretion-associated serine protease mycosin
T194	TIGR03441	Transport and binding proteins	Other	GO:0016021	integral component of membrane	urea_trans_yut: urea transporter
T194	TIGR03441	Transport and binding proteins	Other	GO:0015840	urea transport	urea_trans_yut: urea transporter
T194	TIGR03441	Transport and binding proteins	Other	GO:0015204	urea transmembrane transporter activity	urea_trans_yut: urea transporter
T197	TIGR03414	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	ABC_choline_bnd: choline ABC transporter, periplasmic binding protein
T197	TIGR03414	Transport and binding proteins	Amino acids, peptides and amines	GO:0015220	choline transmembrane transporter activity	ABC_choline_bnd: choline ABC transporter, periplasmic binding protein
T197	TIGR03414	Transport and binding proteins	Amino acids, peptides and amines	GO:0015871	choline transport	ABC_choline_bnd: choline ABC transporter, periplasmic binding protein
T201	TIGR03353	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	VI_chp_4: type VI secretion protein, VC_A0114 family
T201	TIGR03353	Protein fate	Protein and peptide secretion and trafficking	GO:0033103	protein secretion by the type VI secretion system	VI_chp_4: type VI secretion protein, VC_A0114 family
T201	TIGR03353	Cellular processes	Pathogenesis	GO:0003674	molecular_function	VI_chp_4: type VI secretion protein, VC_A0114 family
T201	TIGR03353	Cellular processes	Pathogenesis	GO:0033103	protein secretion by the type VI secretion system	VI_chp_4: type VI secretion protein, VC_A0114 family
T203	TIGR03931	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7SS_Rv3446c: type VII secretion-associated protein, Rv3446c family
T203	TIGR03931	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	T7SS_Rv3446c: type VII secretion-associated protein, Rv3446c family
T206	TIGR00912	Transport and binding proteins	Amino acids, peptides and amines			2A0309: spore germination protein (amino acid permease)
T213	TIGR02358	Transport and binding proteins	Nucleosides, purines and pyrimidines			thia_cytX: putative hydroxymethylpyrimidine transporter CytX
T213	TIGR02358	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine			thia_cytX: putative hydroxymethylpyrimidine transporter CytX
T215	TIGR03816	Unknown function	General			tadE_like_DECH: helicase/secretion neighborhood TadE-like protein
T225	TIGR02052	Cellular processes	Detoxification	GO:0015694	mercury ion transport	MerP: mercuric transport protein periplasmic component
T225	TIGR02052	Cellular processes	Detoxification	GO:0045340	mercury ion binding	MerP: mercuric transport protein periplasmic component
T230	TIGR03355	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	VI_chp_2: type VI secretion protein, EvpB/VC_A0108 family
T230	TIGR03355	Protein fate	Protein and peptide secretion and trafficking	GO:0033103	protein secretion by the type VI secretion system	VI_chp_2: type VI secretion protein, EvpB/VC_A0108 family
T230	TIGR03355	Protein fate	Protein and peptide secretion and trafficking	GO:0033104	type VI protein secretion system complex	VI_chp_2: type VI secretion protein, EvpB/VC_A0108 family
T230	TIGR03355	Cellular processes	Pathogenesis	GO:0003674	molecular_function	VI_chp_2: type VI secretion protein, EvpB/VC_A0108 family
T230	TIGR03355	Cellular processes	Pathogenesis	GO:0033103	protein secretion by the type VI secretion system	VI_chp_2: type VI secretion protein, EvpB/VC_A0108 family
T230	TIGR03355	Cellular processes	Pathogenesis	GO:0033104	type VI protein secretion system complex	VI_chp_2: type VI secretion protein, EvpB/VC_A0108 family
T243	TIGR02971			GO:0006810	transport	heterocyst_DevB: ABC exporter membrane fusion protein, DevB family
T243	TIGR02971			GO:0042626	ATPase activity, coupled to transmembrane movement of substances	heterocyst_DevB: ABC exporter membrane fusion protein, DevB family
T243	TIGR02971			GO:0043190	ATP-binding cassette (ABC) transporter complex	heterocyst_DevB: ABC exporter membrane fusion protein, DevB family
T245	TIGR00947	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			2A73: putative bicarbonate transporter, IctB family
T246	TIGR03345	Protein fate	Protein and peptide secretion and trafficking	GO:0033103	protein secretion by the type VI secretion system	VI_ClpV1: type VI secretion ATPase, ClpV1 family
T246	TIGR03345	Protein fate	Protein and peptide secretion and trafficking	GO:0033104	type VI protein secretion system complex	VI_ClpV1: type VI secretion ATPase, ClpV1 family
T246	TIGR03345	Protein fate	Protein and peptide secretion and trafficking	GO:0042623	ATPase activity, coupled	VI_ClpV1: type VI secretion ATPase, ClpV1 family
T246	TIGR03345	Cellular processes	Pathogenesis	GO:0033103	protein secretion by the type VI secretion system	VI_ClpV1: type VI secretion ATPase, ClpV1 family
T246	TIGR03345	Cellular processes	Pathogenesis	GO:0033104	type VI protein secretion system complex	VI_ClpV1: type VI secretion ATPase, ClpV1 family
T246	TIGR03345	Cellular processes	Pathogenesis	GO:0042623	ATPase activity, coupled	VI_ClpV1: type VI secretion ATPase, ClpV1 family
T248	TIGR03407	Transport and binding proteins	Amino acids, peptides and amines	GO:0030288	outer membrane-bounded periplasmic space	urea_ABC_UrtA: urea ABC transporter, urea binding protein
T248	TIGR03407	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	urea_ABC_UrtA: urea ABC transporter, urea binding protein
T248	TIGR03407	Transport and binding proteins	Amino acids, peptides and amines	GO:0015840	urea transport	urea_ABC_UrtA: urea ABC transporter, urea binding protein
T248	TIGR03407	Transport and binding proteins	Amino acids, peptides and amines	GO:0033219	urea binding	urea_ABC_UrtA: urea ABC transporter, urea binding protein
T248	TIGR03407	Transport and binding proteins	Amino acids, peptides and amines	GO:0033221	urea-transporting ATPase activity	urea_ABC_UrtA: urea ABC transporter, urea binding protein
T251	TIGR03350	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	type_VI_ompA: type VI secretion system peptidoglycan-associated domain
T251	TIGR03350	Protein fate	Protein and peptide secretion and trafficking	GO:0033103	protein secretion by the type VI secretion system	type_VI_ompA: type VI secretion system peptidoglycan-associated domain
T251	TIGR03350	Protein fate	Protein and peptide secretion and trafficking	GO:0033104	type VI protein secretion system complex	type_VI_ompA: type VI secretion system peptidoglycan-associated domain
T251	TIGR03350	Cellular processes	Pathogenesis	GO:0003674	molecular_function	type_VI_ompA: type VI secretion system peptidoglycan-associated domain
T251	TIGR03350	Cellular processes	Pathogenesis	GO:0033103	protein secretion by the type VI secretion system	type_VI_ompA: type VI secretion system peptidoglycan-associated domain
T251	TIGR03350	Cellular processes	Pathogenesis	GO:0033104	type VI protein secretion system complex	type_VI_ompA: type VI secretion system peptidoglycan-associated domain
T264	TIGR03352	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	VI_chp_3: type VI secretion lipoprotein, VC_A0113 family
T264	TIGR03352	Protein fate	Protein and peptide secretion and trafficking	GO:0033103	protein secretion by the type VI secretion system	VI_chp_3: type VI secretion lipoprotein, VC_A0113 family
T264	TIGR03352	Cellular processes	Pathogenesis	GO:0003674	molecular_function	VI_chp_3: type VI secretion lipoprotein, VC_A0113 family
T264	TIGR03352	Cellular processes	Pathogenesis	GO:0033103	protein secretion by the type VI secretion system	VI_chp_3: type VI secretion lipoprotein, VC_A0113 family
T265	TIGR00984	Transport and binding proteins	Amino acids, peptides and amines			3a0801s03tim44: mitochondrial import inner membrane, translocase subunit
T266	TIGR03375	Protein fate	Protein and peptide secretion and trafficking			type_I_sec_LssB: type I secretion system ATPase
T266	TIGR03375	Cellular processes	Pathogenesis			type_I_sec_LssB: type I secretion system ATPase
T271	TIGR03817			GO:0006139	nucleobase-containing compound metabolic process	DECH_helic: helicase/secretion neighborhood putative DEAH-box helicase
T271	TIGR03817			GO:0008026	ATP-dependent helicase activity	DECH_helic: helicase/secretion neighborhood putative DEAH-box helicase
T282	TIGR02558			GO:0030254	protein secretion by the type III secretion system	HrpB2: type III secretion protein HrpB2
T282	TIGR02558			GO:0030257	type III protein secretion system complex	HrpB2: type III secretion protein HrpB2
T282	TIGR02558			GO:0003824	catalytic activity	HrpB2: type III secretion protein HrpB2
T283	TIGR03796	Transport and binding proteins	Amino acids, peptides and amines			NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein
T283	TIGR03796	Cellular processes	Biosynthesis of natural products			NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein
T287	TIGR03408	Transport and binding proteins	Amino acids, peptides and amines	GO:0005887	integral component of plasma membrane	urea_trans_UrtC: urea ABC transporter, permease protein UrtC
T287	TIGR03408	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	urea_trans_UrtC: urea ABC transporter, permease protein UrtC
T287	TIGR03408	Transport and binding proteins	Amino acids, peptides and amines	GO:0015840	urea transport	urea_trans_UrtC: urea ABC transporter, permease protein UrtC
T287	TIGR03408	Transport and binding proteins	Amino acids, peptides and amines	GO:0033221	urea-transporting ATPase activity	urea_trans_UrtC: urea ABC transporter, permease protein UrtC
T288	TIGR03362	Protein fate	Protein and peptide secretion and trafficking			VI_chp_7: type VI secretion-associated protein, VC_A0119 family
T288	TIGR03362	Cellular processes	Pathogenesis			VI_chp_7: type VI secretion-associated protein, VC_A0119 family
T289	TIGR03661	Cellular processes	Pathogenesis			T1SS_VCA0849: type I secretion C-terminal target domain (VC_A0849 subclass)
T290	TIGR03015	Protein fate	Protein and peptide secretion and trafficking	GO:0016887	ATPase activity	pepcterm_ATPase: putative secretion ATPase, PEP-CTERM locus subfamily
T290	TIGR03015	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	pepcterm_ATPase: putative secretion ATPase, PEP-CTERM locus subfamily
T312	TIGR03261	Transport and binding proteins	Amino acids, peptides and amines	GO:0030288	outer membrane-bounded periplasmic space	phnS2: putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein
T312	TIGR03261	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	phnS2: putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein
T312	TIGR03261	Transport and binding proteins	Amino acids, peptides and amines	GO:0031362	anchored component of external side of plasma membrane	phnS2: putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein
T312	TIGR03261	Transport and binding proteins	Amino acids, peptides and amines	GO:0033223	2-aminoethylphosphonate transport	phnS2: putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein
T312	TIGR03261	Transport and binding proteins	Amino acids, peptides and amines	GO:0033225	2-aminoethylphosphonate-transporting ATPase activity	phnS2: putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein
T312	TIGR03261	Transport and binding proteins	Amino acids, peptides and amines	GO:0033226	2-aminoethylphosphonate binding	phnS2: putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein
